	model	pairid	lemma	condition	comparison	surpsum	surpmean
0	bert-base-cased	1	like	obj_rel_within	expected	5.031497955322266	5.031497955322266
1	bert-base-cased	1	like	obj_rel_within	unexpected	12.00737762451172	12.00737762451172
2	bert-base-cased	2	like	obj_rel_within	expected	6.241896152496338	6.241896152496338
3	bert-base-cased	2	like	obj_rel_within	unexpected	13.328726768493652	13.328726768493652
4	bert-base-cased	3	like	obj_rel_within	expected	7.195645332336426	7.195645332336426
5	bert-base-cased	3	like	obj_rel_within	unexpected	14.674243927001951	14.674243927001951
6	bert-base-cased	4	like	obj_rel_within	expected	6.839266300201416	6.839266300201416
7	bert-base-cased	4	like	obj_rel_within	unexpected	12.660578727722168	12.660578727722168
8	bert-base-cased	5	like	obj_rel_within	expected	6.745721817016602	6.745721817016602
9	bert-base-cased	5	like	obj_rel_within	unexpected	13.943069458007812	13.943069458007812
10	bert-base-cased	6	like	obj_rel_within	expected	9.351798057556152	9.351798057556152
11	bert-base-cased	6	like	obj_rel_within	unexpected	15.611572265625	15.611572265625
12	bert-base-cased	7	like	obj_rel_within	expected	7.08062219619751	7.08062219619751
13	bert-base-cased	7	like	obj_rel_within	unexpected	11.728631019592283	11.728631019592283
14	bert-base-cased	8	admire	obj_rel_within	expected	9.85934066772461	9.85934066772461
15	bert-base-cased	8	admire	obj_rel_within	unexpected	6.231456726789475	6.231456726789475
16	bert-base-cased	9	admire	obj_rel_within	expected	11.213191032409668	11.213191032409668
17	bert-base-cased	9	admire	obj_rel_within	unexpected	6.805680394172668	6.805680394172668
18	bert-base-cased	10	admire	obj_rel_within	expected	10.839116096496582	10.839116096496582
19	bert-base-cased	10	admire	obj_rel_within	unexpected	7.478476166725158	7.478476166725158
20	bert-base-cased	11	admire	obj_rel_within	expected	9.792179107666016	9.792179107666016
21	bert-base-cased	11	admire	obj_rel_within	unexpected	7.506517469882966	7.506517469882966
22	bert-base-cased	12	admire	obj_rel_within	expected	9.762282371520996	9.762282371520996
23	bert-base-cased	12	admire	obj_rel_within	unexpected	7.221174836158752	7.221174836158752
24	bert-base-cased	13	admire	obj_rel_within	expected	10.65470027923584	10.65470027923584
25	bert-base-cased	13	admire	obj_rel_within	unexpected	6.729070782661439	6.729070782661439
26	bert-base-cased	14	admire	obj_rel_within	expected	10.616761207580566	10.616761207580566
27	bert-base-cased	14	admire	obj_rel_within	unexpected	6.811654567718506	6.811654567718506
28	bert-base-cased	15	hate	obj_rel_within	expected	9.202899932861328	9.202899932861328
29	bert-base-cased	15	hate	obj_rel_within	unexpected	14.89253044128418	14.89253044128418
30	bert-base-cased	16	hate	obj_rel_within	expected	8.143729209899902	8.143729209899902
31	bert-base-cased	16	hate	obj_rel_within	unexpected	14.025140762329102	14.025140762329102
32	bert-base-cased	17	hate	obj_rel_within	expected	9.157180786132812	9.157180786132812
33	bert-base-cased	17	hate	obj_rel_within	unexpected	15.36133098602295	15.36133098602295
34	bert-base-cased	18	hate	obj_rel_within	expected	9.27683925628662	9.27683925628662
35	bert-base-cased	18	hate	obj_rel_within	unexpected	13.894537925720217	13.894537925720217
36	bert-base-cased	19	hate	obj_rel_within	expected	7.4327874183654785	7.4327874183654785
37	bert-base-cased	19	hate	obj_rel_within	unexpected	13.99393081665039	13.99393081665039
38	bert-base-cased	20	hate	obj_rel_within	expected	12.425457954406738	12.425457954406738
39	bert-base-cased	20	hate	obj_rel_within	unexpected	18.533788681030277	18.533788681030277
40	bert-base-cased	21	hate	obj_rel_within	expected	10.065810203552246	10.065810203552246
41	bert-base-cased	21	hate	obj_rel_within	unexpected	14.374578475952148	14.374578475952148
42	bert-base-cased	22	love	obj_rel_within	expected	6.017287731170654	6.017287731170654
43	bert-base-cased	22	love	obj_rel_within	unexpected	11.383671760559082	11.383671760559082
44	bert-base-cased	23	love	obj_rel_within	expected	6.894961357116699	6.894961357116699
45	bert-base-cased	23	love	obj_rel_within	unexpected	12.498543739318848	12.498543739318848
46	bert-base-cased	24	love	obj_rel_within	expected	6.991557121276856	6.991557121276856
47	bert-base-cased	24	love	obj_rel_within	unexpected	12.542917251586914	12.542917251586914
48	bert-base-cased	25	love	obj_rel_within	expected	5.532787322998047	5.532787322998047
49	bert-base-cased	25	love	obj_rel_within	unexpected	10.211111068725586	10.211111068725586
50	bert-base-cased	26	love	obj_rel_within	expected	6.584975719451904	6.584975719451904
51	bert-base-cased	26	love	obj_rel_within	unexpected	12.97043514251709	12.97043514251709
52	bert-base-cased	27	love	obj_rel_within	expected	8.595865249633789	8.595865249633789
53	bert-base-cased	27	love	obj_rel_within	unexpected	14.323675155639648	14.323675155639648
54	bert-base-cased	28	love	obj_rel_within	expected	7.990808010101318	7.990808010101318
55	bert-base-cased	28	love	obj_rel_within	unexpected	11.797951698303224	11.797951698303224
56	bert-base-cased	29	like	obj_rel_within	expected	5.658194065093994	5.658194065093994
57	bert-base-cased	29	like	obj_rel_within	unexpected	11.93653964996338	11.93653964996338
58	bert-base-cased	30	like	obj_rel_within	expected	5.943401336669922	5.943401336669922
59	bert-base-cased	30	like	obj_rel_within	unexpected	12.327640533447266	12.327640533447266
60	bert-base-cased	31	like	obj_rel_within	expected	8.00728988647461	8.00728988647461
61	bert-base-cased	31	like	obj_rel_within	unexpected	14.387468338012695	14.387468338012695
62	bert-base-cased	32	like	obj_rel_within	expected	8.42385482788086	8.42385482788086
63	bert-base-cased	32	like	obj_rel_within	unexpected	13.06930446624756	13.06930446624756
64	bert-base-cased	33	like	obj_rel_within	expected	7.314804553985596	7.314804553985596
65	bert-base-cased	33	like	obj_rel_within	unexpected	13.938485145568848	13.938485145568848
66	bert-base-cased	34	like	obj_rel_within	expected	9.165138244628906	9.165138244628906
67	bert-base-cased	34	like	obj_rel_within	unexpected	14.059345245361328	14.059345245361328
68	bert-base-cased	35	like	obj_rel_within	expected	7.967896461486816	7.967896461486816
69	bert-base-cased	35	like	obj_rel_within	unexpected	12.75615406036377	12.75615406036377
70	bert-base-cased	36	admire	obj_rel_within	expected	11.68092441558838	11.68092441558838
71	bert-base-cased	36	admire	obj_rel_within	unexpected	7.155029892921448	7.155029892921448
72	bert-base-cased	37	admire	obj_rel_within	expected	11.824057579040527	11.824057579040527
73	bert-base-cased	37	admire	obj_rel_within	unexpected	7.509299278259277	7.509299278259277
74	bert-base-cased	38	admire	obj_rel_within	expected	11.804327964782717	11.804327964782717
75	bert-base-cased	38	admire	obj_rel_within	unexpected	8.37100350856781	8.37100350856781
76	bert-base-cased	39	admire	obj_rel_within	expected	12.231637001037598	12.231637001037598
77	bert-base-cased	39	admire	obj_rel_within	unexpected	8.761032462120056	8.761032462120056
78	bert-base-cased	40	admire	obj_rel_within	expected	11.335180282592772	11.335180282592772
79	bert-base-cased	40	admire	obj_rel_within	unexpected	8.848666667938232	8.848666667938232
80	bert-base-cased	41	admire	obj_rel_within	expected	12.250001907348633	12.250001907348633
81	bert-base-cased	41	admire	obj_rel_within	unexpected	8.529970169067383	8.529970169067383
82	bert-base-cased	42	admire	obj_rel_within	expected	11.549948692321776	11.549948692321776
83	bert-base-cased	42	admire	obj_rel_within	unexpected	8.4558584690094	8.4558584690094
84	bert-base-cased	43	hate	obj_rel_within	expected	10.482048988342283	10.482048988342283
85	bert-base-cased	43	hate	obj_rel_within	unexpected	15.61198616027832	15.61198616027832
86	bert-base-cased	44	hate	obj_rel_within	expected	8.190339088439941	8.190339088439941
87	bert-base-cased	44	hate	obj_rel_within	unexpected	13.522890090942385	13.522890090942385
88	bert-base-cased	45	hate	obj_rel_within	expected	10.083658218383787	10.083658218383787
89	bert-base-cased	45	hate	obj_rel_within	unexpected	15.47471809387207	15.47471809387207
90	bert-base-cased	46	hate	obj_rel_within	expected	11.781509399414062	11.781509399414062
91	bert-base-cased	46	hate	obj_rel_within	unexpected	16.218597412109375	16.218597412109375
92	bert-base-cased	47	hate	obj_rel_within	expected	8.795432090759277	8.795432090759277
93	bert-base-cased	47	hate	obj_rel_within	unexpected	15.284024238586426	15.284024238586426
94	bert-base-cased	48	hate	obj_rel_within	expected	13.073506355285645	13.073506355285645
95	bert-base-cased	48	hate	obj_rel_within	unexpected	18.88799095153809	18.88799095153809
96	bert-base-cased	49	hate	obj_rel_within	expected	10.956127166748049	10.956127166748049
97	bert-base-cased	49	hate	obj_rel_within	unexpected	16.296960830688477	16.296960830688477
98	bert-base-cased	50	love	obj_rel_within	expected	4.897876739501953	4.897876739501953
99	bert-base-cased	50	love	obj_rel_within	unexpected	11.258988380432127	11.258988380432127
100	bert-base-cased	51	love	obj_rel_within	expected	5.2206902503967285	5.2206902503967285
101	bert-base-cased	51	love	obj_rel_within	unexpected	11.65153980255127	11.65153980255127
102	bert-base-cased	52	love	obj_rel_within	expected	5.162804126739502	5.162804126739502
103	bert-base-cased	52	love	obj_rel_within	unexpected	11.479487419128418	11.479487419128418
104	bert-base-cased	53	love	obj_rel_within	expected	6.519665718078613	6.519665718078613
105	bert-base-cased	53	love	obj_rel_within	unexpected	11.74860668182373	11.74860668182373
106	bert-base-cased	54	love	obj_rel_within	expected	6.087789535522461	6.087789535522461
107	bert-base-cased	54	love	obj_rel_within	unexpected	13.48708438873291	13.48708438873291
108	bert-base-cased	55	love	obj_rel_within	expected	7.730828762054443	7.730828762054443
109	bert-base-cased	55	love	obj_rel_within	unexpected	13.302263259887695	13.302263259887695
110	bert-base-cased	56	love	obj_rel_within	expected	7.284043788909912	7.284043788909912
111	bert-base-cased	56	love	obj_rel_within	unexpected	12.558032989501951	12.558032989501951
112	bert-base-cased	57	like	obj_rel_within	expected	6.666728496551514	6.666728496551514
113	bert-base-cased	57	like	obj_rel_within	unexpected	13.920938491821287	13.920938491821287
114	bert-base-cased	58	like	obj_rel_within	expected	7.212928295135498	7.212928295135498
115	bert-base-cased	58	like	obj_rel_within	unexpected	14.85393524169922	14.85393524169922
116	bert-base-cased	59	like	obj_rel_within	expected	7.991392612457275	7.991392612457275
117	bert-base-cased	59	like	obj_rel_within	unexpected	15.979315757751465	15.979315757751465
118	bert-base-cased	60	like	obj_rel_within	expected	9.075486183166504	9.075486183166504
119	bert-base-cased	60	like	obj_rel_within	unexpected	14.551801681518556	14.551801681518556
120	bert-base-cased	61	like	obj_rel_within	expected	7.951808929443359	7.951808929443359
121	bert-base-cased	61	like	obj_rel_within	unexpected	15.53776741027832	15.53776741027832
122	bert-base-cased	62	like	obj_rel_within	expected	11.14540958404541	11.14540958404541
123	bert-base-cased	62	like	obj_rel_within	unexpected	16.53042984008789	16.53042984008789
124	bert-base-cased	63	like	obj_rel_within	expected	8.132396697998047	8.132396697998047
125	bert-base-cased	63	like	obj_rel_within	unexpected	13.434945106506348	13.434945106506348
126	bert-base-cased	64	admire	obj_rel_within	expected	11.081628799438477	11.081628799438477
127	bert-base-cased	64	admire	obj_rel_within	unexpected	6.793010830879211	6.793010830879211
128	bert-base-cased	65	admire	obj_rel_within	expected	12.035089492797852	12.035089492797852
129	bert-base-cased	65	admire	obj_rel_within	unexpected	7.316068172454835	7.316068172454835
130	bert-base-cased	66	admire	obj_rel_within	expected	12.403853416442873	12.403853416442873
131	bert-base-cased	66	admire	obj_rel_within	unexpected	7.720681428909303	7.720681428909303
132	bert-base-cased	67	admire	obj_rel_within	expected	12.516886711120604	12.516886711120604
133	bert-base-cased	67	admire	obj_rel_within	unexpected	7.803273439407349	7.803273439407349
134	bert-base-cased	68	admire	obj_rel_within	expected	11.544844627380373	11.544844627380373
135	bert-base-cased	68	admire	obj_rel_within	unexpected	7.860434412956239	7.860434412956239
136	bert-base-cased	69	admire	obj_rel_within	expected	13.74428653717041	13.74428653717041
137	bert-base-cased	69	admire	obj_rel_within	unexpected	7.97807240486145	7.97807240486145
138	bert-base-cased	70	admire	obj_rel_within	expected	10.775053977966309	10.775053977966309
139	bert-base-cased	70	admire	obj_rel_within	unexpected	7.995781183242799	7.995781183242799
140	bert-base-cased	71	hate	obj_rel_within	expected	11.235310554504396	11.235310554504396
141	bert-base-cased	71	hate	obj_rel_within	unexpected	17.8382625579834	17.8382625579834
142	bert-base-cased	72	hate	obj_rel_within	expected	9.605794906616213	9.605794906616213
143	bert-base-cased	72	hate	obj_rel_within	unexpected	16.37077522277832	16.37077522277832
144	bert-base-cased	73	hate	obj_rel_within	expected	11.643035888671877	11.643035888671877
145	bert-base-cased	73	hate	obj_rel_within	unexpected	18.5800838470459	18.5800838470459
146	bert-base-cased	74	hate	obj_rel_within	expected	12.44211769104004	12.44211769104004
147	bert-base-cased	74	hate	obj_rel_within	unexpected	18.69776153564453	18.69776153564453
148	bert-base-cased	75	hate	obj_rel_within	expected	10.09213638305664	10.09213638305664
149	bert-base-cased	75	hate	obj_rel_within	unexpected	17.659597396850586	17.659597396850586
150	bert-base-cased	76	hate	obj_rel_within	expected	15.147273063659668	15.147273063659668
151	bert-base-cased	76	hate	obj_rel_within	unexpected	21.691370010375977	21.691370010375977
152	bert-base-cased	77	hate	obj_rel_within	expected	11.066347122192385	11.066347122192385
153	bert-base-cased	77	hate	obj_rel_within	unexpected	17.220170974731445	17.220170974731445
154	bert-base-cased	78	love	obj_rel_within	expected	6.46088457107544	6.46088457107544
155	bert-base-cased	78	love	obj_rel_within	unexpected	13.906781196594238	13.906781196594238
156	bert-base-cased	79	love	obj_rel_within	expected	7.237263679504394	7.237263679504394
157	bert-base-cased	79	love	obj_rel_within	unexpected	14.79344367980957	14.79344367980957
158	bert-base-cased	80	love	obj_rel_within	expected	7.246763229370117	7.246763229370117
159	bert-base-cased	80	love	obj_rel_within	unexpected	15.03414535522461	15.03414535522461
160	bert-base-cased	81	love	obj_rel_within	expected	8.066356658935547	8.066356658935547
161	bert-base-cased	81	love	obj_rel_within	unexpected	14.614834785461426	14.614834785461426
162	bert-base-cased	82	love	obj_rel_within	expected	8.219754219055176	8.219754219055176
163	bert-base-cased	82	love	obj_rel_within	unexpected	16.3225040435791	16.3225040435791
164	bert-base-cased	83	love	obj_rel_within	expected	10.259135246276855	10.259135246276855
165	bert-base-cased	83	love	obj_rel_within	unexpected	16.665618896484375	16.665618896484375
166	bert-base-cased	84	love	obj_rel_within	expected	7.822149276733398	7.822149276733398
167	bert-base-cased	84	love	obj_rel_within	unexpected	13.641339302062988	13.641339302062988
168	bert-base-cased	85	like	obj_rel_within	expected	5.395068645477295	5.395068645477295
169	bert-base-cased	85	like	obj_rel_within	unexpected	11.95796012878418	11.95796012878418
170	bert-base-cased	86	like	obj_rel_within	expected	6.213969707489014	6.213969707489014
171	bert-base-cased	86	like	obj_rel_within	unexpected	12.51819896697998	12.51819896697998
172	bert-base-cased	87	like	obj_rel_within	expected	7.45363712310791	7.45363712310791
173	bert-base-cased	87	like	obj_rel_within	unexpected	13.614676475524902	13.614676475524902
174	bert-base-cased	88	like	obj_rel_within	expected	7.975528717041016	7.975528717041016
175	bert-base-cased	88	like	obj_rel_within	unexpected	12.867326736450195	12.867326736450195
176	bert-base-cased	89	like	obj_rel_within	expected	6.970982551574707	6.970982551574707
177	bert-base-cased	89	like	obj_rel_within	unexpected	13.72886085510254	13.72886085510254
178	bert-base-cased	90	like	obj_rel_within	expected	9.287139892578123	9.287139892578123
179	bert-base-cased	90	like	obj_rel_within	unexpected	14.213726043701172	14.213726043701172
180	bert-base-cased	91	like	obj_rel_within	expected	7.700216293334961	7.700216293334961
181	bert-base-cased	91	like	obj_rel_within	unexpected	12.429274559020996	12.429274559020996
182	bert-base-cased	92	admire	obj_rel_within	expected	10.47939682006836	10.47939682006836
183	bert-base-cased	92	admire	obj_rel_within	unexpected	6.977956533432007	6.977956533432007
184	bert-base-cased	93	admire	obj_rel_within	expected	11.237090110778809	11.237090110778809
185	bert-base-cased	93	admire	obj_rel_within	unexpected	7.222681522369385	7.222681522369385
186	bert-base-cased	94	admire	obj_rel_within	expected	11.211115837097168	11.211115837097168
187	bert-base-cased	94	admire	obj_rel_within	unexpected	7.8715925216674805	7.8715925216674805
188	bert-base-cased	95	admire	obj_rel_within	expected	11.68898105621338	11.68898105621338
189	bert-base-cased	95	admire	obj_rel_within	unexpected	8.642355918884277	8.642355918884277
190	bert-base-cased	96	admire	obj_rel_within	expected	10.852766036987305	10.852766036987305
191	bert-base-cased	96	admire	obj_rel_within	unexpected	8.426777124404907	8.426777124404907
192	bert-base-cased	97	admire	obj_rel_within	expected	12.001246452331545	12.001246452331545
193	bert-base-cased	97	admire	obj_rel_within	unexpected	8.14755916595459	8.14755916595459
194	bert-base-cased	98	admire	obj_rel_within	expected	11.285723686218262	11.285723686218262
195	bert-base-cased	98	admire	obj_rel_within	unexpected	8.344307661056519	8.344307661056519
196	bert-base-cased	99	hate	obj_rel_within	expected	9.66082000732422	9.66082000732422
197	bert-base-cased	99	hate	obj_rel_within	unexpected	15.46344757080078	15.46344757080078
198	bert-base-cased	100	hate	obj_rel_within	expected	7.892477989196777	7.892477989196777
199	bert-base-cased	100	hate	obj_rel_within	unexpected	13.625344276428224	13.625344276428224
200	bert-base-cased	101	hate	obj_rel_within	expected	9.70029354095459	9.70029354095459
201	bert-base-cased	101	hate	obj_rel_within	unexpected	15.500032424926758	15.500032424926758
202	bert-base-cased	102	hate	obj_rel_within	expected	10.838481903076172	10.838481903076172
203	bert-base-cased	102	hate	obj_rel_within	unexpected	16.163854598999023	16.163854598999023
204	bert-base-cased	103	hate	obj_rel_within	expected	8.024519920349121	8.024519920349121
205	bert-base-cased	103	hate	obj_rel_within	unexpected	15.189258575439451	15.189258575439451
206	bert-base-cased	104	hate	obj_rel_within	expected	13.178339958190918	13.178339958190918
207	bert-base-cased	104	hate	obj_rel_within	unexpected	19.113740921020508	19.113740921020508
